edge,label
"(29, 40)",0
"(29, 41)",0
"(29, 42)",0
"(29, 46)",0
"(29, 49)",0
"(29, 52)",0
"(29, 53)",0
"(29, 54)",0
"(29, 55)",0
"(29, 56)",0
"(29, 57)",0
"(29, 58)",0
"(29, 59)",0
"(29, 60)",0
"(29, 61)",0
"(29, 64)",0
"(29, 65)",0
"(29, 66)",0
"(29, 67)",0
"(29, 68)",0
"(29, 71)",0
"(29, 72)",0
"(29, 75)",0
"(29, 76)",0
"(29, 79)",0
"(29, 80)",0
"(29, 81)",0
"(29, 83)",0
"(29, 84)",0
"(29, 85)",0
"(29, 88)",0
"(29, 89)",0
"(29, 90)",0
"(29, 91)",0
"(29, 92)",0
"(29, 93)",0
"(29, 94)",0
"(29, 97)",0
"(29, 99)",0
"(29, 100)",0
"(29, 103)",0
"(29, 104)",0
"(29, 105)",0
"(29, 107)",0
"(29, 108)",0
"(29, 109)",0
"(29, 111)",0
"(29, 115)",0
"(29, 117)",0
"(29, 118)",0
"(29, 120)",0
"(29, 122)",0
"(29, 123)",0
"(29, 125)",0
"(29, 126)",0
"(29, 129)",0
"(29, 130)",0
"(29, 131)",0
"(29, 132)",0
"(29, 133)",0
"(29, 134)",0
"(29, 135)",0
"(29, 136)",0
"(29, 137)",0
"(29, 138)",0
"(29, 139)",0
"(29, 140)",0
"(29, 141)",0
"(29, 142)",0
"(29, 143)",0
"(29, 145)",0
"(29, 146)",0
"(29, 147)",0
"(29, 150)",0
"(29, 151)",0
"(29, 152)",0
"(29, 153)",0
"(29, 154)",0
"(29, 155)",0
"(29, 156)",0
"(29, 157)",0
"(29, 158)",0
"(29, 159)",0
"(29, 160)",0
"(29, 162)",0
"(29, 164)",0
"(29, 165)",0
"(29, 167)",0
"(29, 169)",0
"(29, 170)",0
"(29, 172)",0
"(29, 175)",0
"(29, 177)",0
"(29, 178)",0
"(29, 179)",0
"(29, 180)",0
"(29, 181)",0
"(29, 182)",0
"(29, 184)",0
"(29, 186)",0
"(29, 187)",0
"(29, 188)",0
"(29, 198)",0
"(29, 200)",0
"(29, 206)",0
"(29, 209)",0
"(29, 212)",0
"(29, 213)",0
"(29, 214)",0
"(29, 215)",0
"(29, 219)",0
"(29, 220)",0
"(29, 221)",0
"(29, 222)",0
"(29, 224)",0
"(29, 226)",0
"(29, 227)",0
"(29, 229)",0
"(29, 230)",0
"(29, 232)",0
"(29, 234)",0
"(29, 236)",0
"(29, 238)",0
"(29, 239)",0
"(29, 240)",0
"(29, 241)",0
"(29, 242)",0
"(29, 243)",0
"(29, 245)",0
"(29, 246)",0
"(29, 248)",0
"(29, 250)",0
"(29, 251)",0
"(29, 252)",0
"(29, 253)",0
"(30, 32)",0
"(30, 33)",1
"(30, 34)",0
"(30, 36)",1
"(30, 37)",1
"(30, 42)",1
"(30, 44)",1
"(30, 45)",1
"(30, 46)",0
"(30, 48)",1
"(30, 51)",0
"(30, 52)",0
"(30, 54)",0
"(30, 56)",0
"(30, 57)",1
"(30, 59)",0
"(30, 60)",0
"(30, 62)",0
"(30, 63)",1
"(30, 64)",0
"(30, 65)",0
"(30, 66)",0
"(30, 67)",1
"(30, 68)",0
"(30, 69)",0
"(30, 70)",1
"(30, 71)",0
"(30, 74)",0
"(30, 75)",1
"(30, 76)",0
"(30, 78)",1
"(30, 79)",0
"(30, 82)",0
"(30, 83)",1
"(30, 85)",0
"(30, 86)",0
"(30, 87)",0
"(30, 91)",0
"(30, 94)",1
"(30, 96)",1
"(30, 98)",0
"(30, 101)",1
"(30, 102)",0
"(30, 105)",1
"(30, 107)",0
"(30, 108)",1
"(30, 109)",1
"(30, 110)",0
"(30, 111)",0
"(30, 112)",1
"(30, 113)",0
"(30, 114)",1
"(30, 119)",1
"(30, 121)",1
"(30, 122)",1
"(30, 124)",0
"(30, 125)",0
"(30, 126)",0
"(30, 127)",1
"(30, 129)",1
"(30, 130)",1
"(30, 131)",0
"(30, 132)",1
"(30, 133)",0
"(30, 135)",0
"(30, 136)",1
"(30, 137)",1
"(30, 139)",0
"(30, 140)",0
"(30, 142)",0
"(30, 143)",1
"(30, 146)",0
"(30, 147)",0
"(30, 151)",1
"(30, 153)",0
"(30, 154)",1
"(30, 155)",0
"(30, 160)",0
"(30, 162)",1
"(30, 163)",0
"(30, 164)",0
"(30, 165)",1
"(30, 173)",0
"(30, 174)",1
"(30, 175)",1
"(30, 176)",0
"(30, 177)",0
"(30, 178)",1
"(30, 179)",1
"(30, 184)",1
"(30, 187)",1
"(30, 188)",0
"(30, 190)",1
"(30, 192)",0
"(30, 193)",0
"(30, 197)",1
"(30, 199)",1
"(30, 200)",1
"(30, 203)",0
"(30, 204)",0
"(30, 205)",1
"(30, 207)",1
"(30, 208)",0
"(30, 209)",0
"(30, 213)",1
"(30, 215)",1
"(30, 217)",1
"(30, 218)",0
"(30, 220)",0
"(30, 221)",1
"(30, 222)",0
"(30, 224)",1
"(30, 227)",0
"(30, 228)",1
"(30, 229)",0
"(30, 231)",1
"(30, 232)",0
"(30, 238)",1
"(30, 239)",0
"(30, 241)",1
"(30, 242)",1
"(30, 243)",0
"(30, 244)",1
"(30, 247)",0
"(30, 248)",0
"(30, 250)",0
"(30, 251)",1
"(30, 252)",0
"(30, 253)",0
"(31, 32)",0
"(31, 33)",0
"(31, 34)",0
"(31, 35)",0
"(31, 37)",0
"(31, 38)",0
"(31, 44)",0
"(31, 46)",0
"(31, 47)",0
"(31, 49)",0
"(31, 52)",0
"(31, 59)",0
"(31, 60)",0
"(31, 65)",0
"(31, 66)",0
"(31, 68)",0
"(31, 71)",0
"(31, 72)",0
"(31, 74)",0
"(31, 76)",0
"(31, 78)",0
"(31, 81)",0
"(31, 82)",0
"(31, 83)",0
"(31, 84)",0
"(31, 85)",0
"(31, 86)",0
"(31, 87)",0
"(31, 90)",0
"(31, 91)",0
"(31, 95)",0
"(31, 96)",0
"(31, 99)",0
"(31, 101)",0
"(31, 102)",0
"(31, 105)",0
"(31, 106)",0
"(31, 107)",0
"(31, 108)",0
"(31, 109)",0
"(31, 112)",0
"(31, 113)",0
"(31, 115)",0
"(31, 116)",0
"(31, 117)",0
"(31, 118)",0
"(31, 119)",0
"(31, 120)",0
"(31, 123)",0
"(31, 124)",0
"(31, 125)",0
"(31, 127)",0
"(31, 128)",0
"(31, 129)",0
"(31, 133)",0
"(31, 136)",0
"(31, 137)",0
"(31, 138)",0
"(31, 140)",0
"(31, 143)",0
"(31, 145)",0
"(31, 146)",0
"(31, 147)",0
"(31, 148)",0
"(31, 149)",0
"(31, 150)",0
"(31, 151)",0
"(31, 156)",0
"(31, 159)",0
"(31, 160)",0
"(31, 161)",0
"(31, 162)",0
"(31, 163)",0
"(31, 171)",0
"(31, 172)",0
"(31, 174)",0
"(31, 175)",0
"(31, 176)",0
"(31, 177)",0
"(31, 178)",0
"(31, 179)",0
"(31, 182)",0
"(31, 183)",0
"(31, 184)",0
"(31, 185)",0
"(31, 186)",0
"(31, 187)",0
"(31, 188)",0
"(31, 189)",0
"(31, 190)",0
"(31, 194)",0
"(31, 195)",0
"(31, 196)",0
"(31, 197)",0
"(31, 198)",0
"(31, 199)",0
"(31, 200)",0
"(31, 201)",0
"(31, 204)",0
"(31, 205)",0
"(31, 207)",0
"(31, 208)",0
"(31, 210)",0
"(31, 212)",0
"(31, 214)",0
"(31, 215)",0
"(31, 217)",0
"(31, 218)",0
"(31, 219)",0
"(31, 220)",0
"(31, 221)",0
"(31, 224)",0
"(31, 225)",0
"(31, 227)",0
"(31, 229)",0
"(31, 230)",0
"(31, 231)",0
"(31, 232)",0
"(31, 233)",0
"(31, 236)",0
"(31, 239)",0
"(31, 240)",0
"(31, 241)",0
"(31, 244)",0
"(31, 246)",0
"(31, 247)",0
"(31, 250)",0
"(31, 253)",0
"(32, 34)",0
"(32, 36)",0
"(32, 37)",0
"(32, 40)",0
"(32, 41)",0
"(32, 43)",0
"(32, 44)",0
"(32, 47)",0
"(32, 48)",0
"(32, 49)",0
"(32, 50)",0
"(32, 51)",0
"(32, 52)",0
"(32, 53)",0
"(32, 54)",0
"(32, 60)",0
"(32, 61)",0
"(32, 62)",0
"(32, 63)",0
"(32, 64)",0
"(32, 65)",0
"(32, 66)",0
"(32, 68)",0
"(32, 69)",0
"(32, 70)",0
"(32, 71)",0
"(32, 73)",0
"(32, 74)",0
"(32, 77)",0
"(32, 78)",0
"(32, 79)",0
"(32, 80)",0
"(32, 82)",0
"(32, 84)",0
"(32, 86)",0
"(32, 88)",0
"(32, 90)",0
"(32, 91)",0
"(32, 92)",0
"(32, 94)",0
"(32, 95)",0
"(32, 96)",0
"(32, 97)",0
"(32, 100)",0
"(32, 102)",0
"(32, 104)",0
"(32, 105)",0
"(32, 107)",0
"(32, 108)",0
"(32, 110)",0
"(32, 111)",0
"(32, 115)",0
"(32, 117)",0
"(32, 118)",0
"(32, 120)",0
"(32, 122)",0
"(32, 124)",0
"(32, 125)",0
"(32, 130)",0
"(32, 133)",0
"(32, 134)",0
"(32, 139)",0
"(32, 141)",0
"(32, 142)",0
"(32, 143)",0
"(32, 144)",0
"(32, 145)",0
"(32, 146)",0
"(32, 151)",0
"(32, 152)",0
"(32, 153)",0
"(32, 157)",0
"(32, 158)",0
"(32, 161)",0
"(32, 163)",0
"(32, 164)",0
"(32, 165)",0
"(32, 168)",0
"(32, 171)",0
"(32, 174)",0
"(32, 175)",0
"(32, 180)",0
"(32, 183)",0
"(32, 185)",0
"(32, 186)",0
"(32, 191)",0
"(32, 192)",0
"(32, 194)",0
"(32, 195)",0
"(32, 196)",0
"(32, 198)",0
"(32, 199)",0
"(32, 200)",0
"(32, 201)",0
"(32, 202)",0
"(32, 203)",0
"(32, 204)",0
"(32, 206)",0
"(32, 207)",0
"(32, 209)",0
"(32, 210)",0
"(32, 212)",0
"(32, 213)",0
"(32, 215)",0
"(32, 217)",0
"(32, 218)",0
"(32, 220)",0
"(32, 221)",0
"(32, 223)",0
"(32, 224)",0
"(32, 225)",0
"(32, 232)",0
"(32, 233)",0
"(32, 234)",0
"(32, 235)",0
"(32, 238)",0
"(32, 239)",0
"(32, 240)",0
"(32, 241)",0
"(32, 242)",0
"(32, 245)",0
"(32, 248)",0
"(32, 249)",0
"(32, 250)",0
"(32, 252)",0
"(32, 253)",0
"(32, 254)",0
"(33, 36)",1
"(33, 38)",1
"(33, 41)",0
"(33, 45)",1
"(33, 46)",0
"(33, 47)",0
"(33, 50)",0
"(33, 52)",0
"(33, 57)",1
"(33, 58)",0
"(33, 60)",0
"(33, 62)",0
"(33, 65)",0
"(33, 66)",0
"(33, 67)",1
"(33, 68)",0
"(33, 69)",0
"(33, 70)",1
"(33, 73)",0
"(33, 74)",0
"(33, 75)",1
"(33, 76)",0
"(33, 78)",1
"(33, 80)",0
"(33, 81)",0
"(33, 83)",1
"(33, 86)",0
"(33, 90)",0
"(33, 91)",0
"(33, 92)",1
"(33, 93)",1
"(33, 94)",1
"(33, 95)",0
"(33, 97)",0
"(33, 98)",0
"(33, 99)",0
"(33, 100)",1
"(33, 102)",0
"(33, 104)",1
"(33, 106)",1
"(33, 108)",1
"(33, 109)",1
"(33, 110)",0
"(33, 111)",0
"(33, 112)",1
"(33, 113)",0
"(33, 114)",1
"(33, 115)",1
"(33, 116)",0
"(33, 119)",1
"(33, 120)",0
"(33, 121)",1
"(33, 122)",1
"(33, 123)",0
"(33, 125)",0
"(33, 126)",0
"(33, 128)",1
"(33, 129)",1
"(33, 130)",1
"(33, 132)",1
"(33, 133)",0
"(33, 134)",0
"(33, 136)",1
"(33, 137)",1
"(33, 138)",0
"(33, 140)",0
"(33, 141)",1
"(33, 144)",1
"(33, 145)",1
"(33, 148)",1
"(33, 149)",1
"(33, 150)",1
"(33, 152)",1
"(33, 153)",0
"(33, 156)",1
"(33, 157)",0
"(33, 160)",0
"(33, 161)",1
"(33, 164)",0
"(33, 165)",1
"(33, 166)",0
"(33, 167)",0
"(33, 170)",1
"(33, 173)",0
"(33, 174)",1
"(33, 175)",1
"(33, 179)",1
"(33, 181)",1
"(33, 182)",0
"(33, 183)",0
"(33, 184)",1
"(33, 185)",1
"(33, 191)",0
"(33, 192)",0
"(33, 193)",0
"(33, 196)",1
"(33, 198)",1
"(33, 199)",1
"(33, 201)",0
"(33, 203)",0
"(33, 204)",0
"(33, 205)",1
"(33, 206)",1
"(33, 207)",1
"(33, 209)",0
"(33, 211)",0
"(33, 212)",1
"(33, 213)",1
"(33, 214)",1
"(33, 215)",1
"(33, 221)",1
"(33, 222)",0
"(33, 223)",0
"(33, 224)",1
"(33, 226)",0
"(33, 227)",0
"(33, 229)",0
"(33, 230)",0
"(33, 232)",0
"(33, 233)",0
"(33, 234)",0
"(33, 235)",0
"(33, 237)",0
"(33, 238)",1
"(33, 239)",0
"(33, 243)",0
"(33, 245)",0
"(33, 246)",1
"(33, 247)",0
"(33, 248)",0
"(33, 250)",0
"(33, 251)",1
"(33, 252)",0
"(33, 253)",0
"(33, 254)",0
"(34, 35)",0
"(34, 36)",0
"(34, 40)",0
"(34, 41)",0
"(34, 42)",0
"(34, 43)",0
"(34, 45)",0
"(34, 47)",0
"(34, 48)",0
"(34, 49)",0
"(34, 51)",0
"(34, 53)",0
"(34, 56)",0
"(34, 57)",0
"(34, 59)",0
"(34, 60)",0
"(34, 62)",0
"(34, 63)",0
"(34, 64)",0
"(34, 67)",0
"(34, 68)",0
"(34, 71)",0
"(34, 72)",0
"(34, 74)",0
"(34, 75)",0
"(34, 76)",0
"(34, 77)",0
"(34, 78)",0
"(34, 79)",0
"(34, 81)",0
"(34, 82)",0
"(34, 84)",0
"(34, 85)",0
"(34, 86)",0
"(34, 87)",0
"(34, 92)",0
"(34, 93)",0
"(34, 94)",0
"(34, 97)",0
"(34, 98)",0
"(34, 99)",0
"(34, 102)",0
"(34, 103)",0
"(34, 104)",0
"(34, 107)",0
"(34, 108)",0
"(34, 109)",0
"(34, 110)",0
"(34, 113)",0
"(34, 114)",0
"(34, 116)",0
"(34, 117)",0
"(34, 118)",0
"(34, 119)",0
"(34, 120)",0
"(34, 122)",0
"(34, 123)",0
"(34, 124)",0
"(34, 125)",0
"(34, 127)",0
"(34, 129)",0
"(34, 130)",0
"(34, 131)",0
"(34, 132)",0
"(34, 133)",0
"(34, 134)",0
"(34, 136)",0
"(34, 138)",0
"(34, 140)",0
"(34, 141)",0
"(34, 142)",0
"(34, 144)",0
"(34, 146)",0
"(34, 148)",0
"(34, 149)",0
"(34, 150)",0
"(34, 151)",0
"(34, 152)",0
"(34, 154)",0
"(34, 155)",0
"(34, 156)",0
"(34, 158)",0
"(34, 160)",0
"(34, 162)",0
"(34, 165)",0
"(34, 166)",0
"(34, 167)",0
"(34, 168)",0
"(34, 169)",0
"(34, 170)",0
"(34, 173)",0
"(34, 177)",0
"(34, 178)",0
"(34, 180)",0
"(34, 181)",0
"(34, 182)",0
"(34, 183)",0
"(34, 185)",0
"(34, 186)",0
"(34, 187)",0
"(34, 188)",0
"(34, 190)",0
"(34, 193)",0
"(34, 194)",0
"(34, 195)",0
"(34, 196)",0
"(34, 197)",0
"(34, 198)",0
"(34, 201)",0
"(34, 202)",0
"(34, 203)",0
"(34, 204)",0
"(34, 206)",0
"(34, 207)",0
"(34, 208)",0
"(34, 209)",0
"(34, 210)",0
"(34, 211)",0
"(34, 213)",0
"(34, 217)",0
"(34, 218)",0
"(34, 219)",0
"(34, 221)",0
"(34, 222)",0
"(34, 224)",0
"(34, 225)",0
"(34, 227)",0
"(34, 228)",0
"(34, 229)",0
"(34, 230)",0
"(34, 233)",0
"(34, 234)",0
"(34, 236)",0
"(34, 238)",0
"(34, 239)",0
"(34, 240)",0
"(34, 241)",0
"(34, 242)",0
"(34, 243)",0
"(34, 244)",0
"(34, 245)",0
"(34, 247)",0
"(34, 248)",0
"(34, 249)",0
"(34, 251)",0
"(34, 253)",0
"(34, 254)",0
"(35, 40)",0
"(35, 41)",0
"(35, 43)",1
"(35, 44)",1
"(35, 46)",0
"(35, 47)",0
"(35, 48)",1
"(35, 51)",0
"(35, 52)",0
"(35, 53)",0
"(35, 54)",0
"(35, 55)",1
"(35, 56)",0
"(35, 57)",1
"(35, 58)",0
"(35, 59)",0
"(35, 61)",1
"(35, 64)",0
"(35, 68)",0
"(35, 69)",0
"(35, 70)",1
"(35, 74)",0
"(35, 78)",1
"(35, 79)",0
"(35, 82)",0
"(35, 83)",1
"(35, 84)",0
"(35, 86)",0
"(35, 87)",0
"(35, 88)",1
"(35, 91)",0
"(35, 92)",1
"(35, 93)",1
"(35, 94)",1
"(35, 96)",1
"(35, 97)",0
"(35, 99)",0
"(35, 103)",1
"(35, 105)",1
"(35, 109)",1
"(35, 113)",0
"(35, 116)",0
"(35, 118)",1
"(35, 120)",0
"(35, 121)",1
"(35, 122)",1
"(35, 123)",0
"(35, 124)",1
"(35, 125)",0
"(35, 126)",0
"(35, 127)",1
"(35, 129)",1
"(35, 132)",1
"(35, 133)",0
"(35, 134)",0
"(35, 135)",0
"(35, 136)",1
"(35, 137)",1
"(35, 140)",0
"(35, 144)",1
"(35, 146)",0
"(35, 147)",0
"(35, 148)",1
"(35, 150)",1
"(35, 151)",1
"(35, 153)",0
"(35, 154)",1
"(35, 155)",0
"(35, 157)",0
"(35, 158)",1
"(35, 159)",1
"(35, 160)",0
"(35, 162)",1
"(35, 163)",0
"(35, 164)",0
"(35, 168)",1
"(35, 169)",1
"(35, 172)",1
"(35, 173)",0
"(35, 174)",1
"(35, 175)",1
"(35, 176)",0
"(35, 177)",0
"(35, 178)",1
"(35, 179)",1
"(35, 180)",1
"(35, 181)",1
"(35, 182)",0
"(35, 183)",0
"(35, 184)",1
"(35, 185)",1
"(35, 186)",1
"(35, 187)",1
"(35, 188)",0
"(35, 189)",0
"(35, 190)",1
"(35, 191)",0
"(35, 193)",0
"(35, 194)",0
"(35, 195)",1
"(35, 196)",1
"(35, 197)",1
"(35, 198)",1
"(35, 199)",1
"(35, 200)",1
"(35, 201)",0
"(35, 202)",0
"(35, 203)",0
"(35, 206)",1
"(35, 207)",1
"(35, 208)",0
"(35, 209)",0
"(35, 213)",1
"(35, 215)",1
"(35, 216)",0
"(35, 221)",1
"(35, 222)",0
"(35, 225)",1
"(35, 226)",0
"(35, 227)",0
"(35, 229)",0
"(35, 230)",0
"(35, 231)",1
"(35, 233)",0
"(35, 237)",0
"(35, 241)",1
"(35, 243)",0
"(35, 246)",0
"(35, 248)",0
"(35, 252)",0
"(35, 254)",0
"(36, 38)",1
"(36, 39)",1
"(36, 42)",1
"(36, 44)",1
"(36, 49)",1
"(36, 50)",0
"(36, 53)",0
"(36, 54)",0
"(36, 56)",0
"(36, 57)",1
"(36, 58)",0
"(36, 59)",0
"(36, 61)",1
"(36, 62)",0
"(36, 63)",1
"(36, 64)",0
"(36, 65)",0
"(36, 71)",0
"(36, 72)",1
"(36, 74)",0
"(36, 76)",0
"(36, 77)",1
"(36, 78)",1
"(36, 80)",0
"(36, 81)",0
"(36, 84)",0
"(36, 86)",0
"(36, 87)",0
"(36, 88)",1
"(36, 90)",0
"(36, 92)",1
"(36, 93)",1
"(36, 94)",1
"(36, 95)",0
"(36, 97)",0
"(36, 98)",1
"(36, 99)",0
"(36, 103)",1
"(36, 104)",1
"(36, 105)",1
"(36, 106)",1
"(36, 109)",1
"(36, 111)",0
"(36, 114)",1
"(36, 115)",1
"(36, 116)",0
"(36, 121)",1
"(36, 126)",0
"(36, 128)",1
"(36, 129)",1
"(36, 132)",1
"(36, 137)",1
"(36, 138)",0
"(36, 140)",0
"(36, 142)",0
"(36, 143)",1
"(36, 145)",1
"(36, 148)",1
"(36, 150)",1
"(36, 152)",1
"(36, 153)",0
"(36, 154)",1
"(36, 156)",1
"(36, 157)",0
"(36, 159)",1
"(36, 161)",1
"(36, 162)",1
"(36, 164)",0
"(36, 167)",0
"(36, 169)",1
"(36, 170)",1
"(36, 171)",0
"(36, 172)",1
"(36, 173)",0
"(36, 174)",1
"(36, 175)",1
"(36, 176)",0
"(36, 178)",0
"(36, 179)",1
"(36, 180)",1
"(36, 182)",0
"(36, 183)",0
"(36, 186)",1
"(36, 187)",1
"(36, 188)",0
"(36, 189)",0
"(36, 191)",0
"(36, 192)",0
"(36, 193)",0
"(36, 195)",1
"(36, 197)",1
"(36, 198)",1
"(36, 203)",0
"(36, 204)",0
"(36, 205)",1
"(36, 206)",1
"(36, 207)",1
"(36, 208)",0
"(36, 211)",0
"(36, 212)",1
"(36, 218)",0
"(36, 219)",0
"(36, 221)",1
"(36, 222)",0
"(36, 224)",1
"(36, 225)",1
"(36, 228)",1
"(36, 231)",0
"(36, 232)",0
"(36, 233)",0
"(36, 234)",0
"(36, 235)",0
"(36, 238)",1
"(36, 239)",0
"(36, 241)",1
"(36, 243)",0
"(36, 244)",1
"(36, 245)",0
"(36, 246)",1
"(36, 247)",0
"(36, 249)",1
"(36, 251)",1
"(36, 252)",0
"(36, 253)",0
"(36, 254)",0
"(37, 38)",1
"(37, 41)",0
"(37, 42)",1
"(37, 43)",1
"(37, 46)",0
"(37, 48)",1
"(37, 52)",0
"(37, 54)",0
"(37, 55)",1
"(37, 56)",0
"(37, 61)",1
"(37, 65)",0
"(37, 66)",0
"(37, 68)",0
"(37, 69)",0
"(37, 70)",1
"(37, 71)",0
"(37, 74)",0
"(37, 75)",1
"(37, 76)",0
"(37, 81)",0
"(37, 83)",1
"(37, 84)",0
"(37, 86)",0
"(37, 88)",1
"(37, 90)",0
"(37, 91)",0
"(37, 92)",1
"(37, 97)",0
"(37, 98)",0
"(37, 100)",1
"(37, 103)",1
"(37, 104)",1
"(37, 106)",1
"(37, 108)",1
"(37, 110)",0
"(37, 112)",0
"(37, 114)",1
"(37, 115)",1
"(37, 120)",0
"(37, 122)",1
"(37, 124)",1
"(37, 125)",0
"(37, 126)",0
"(37, 127)",1
"(37, 129)",1
"(37, 130)",0
"(37, 131)",0
"(37, 133)",0
"(37, 135)",0
"(37, 138)",0
"(37, 139)",0
"(37, 140)",0
"(37, 141)",1
"(37, 142)",0
"(37, 145)",1
"(37, 147)",0
"(37, 150)",1
"(37, 151)",1
"(37, 152)",1
"(37, 154)",1
"(37, 155)",0
"(37, 158)",1
"(37, 162)",1
"(37, 163)",0
"(37, 164)",0
"(37, 165)",1
"(37, 167)",0
"(37, 168)",1
"(37, 170)",1
"(37, 171)",0
"(37, 172)",1
"(37, 173)",0
"(37, 174)",1
"(37, 176)",0
"(37, 177)",0
"(37, 178)",1
"(37, 179)",1
"(37, 180)",1
"(37, 181)",1
"(37, 184)",1
"(37, 186)",1
"(37, 187)",1
"(37, 188)",0
"(37, 191)",0
"(37, 192)",0
"(37, 193)",0
"(37, 196)",1
"(37, 197)",1
"(37, 198)",1
"(37, 200)",1
"(37, 203)",0
"(37, 204)",0
"(37, 207)",1
"(37, 209)",0
"(37, 210)",0
"(37, 212)",1
"(37, 213)",1
"(37, 218)",0
"(37, 219)",0
"(37, 222)",0
"(37, 223)",0
"(37, 224)",1
"(37, 226)",0
"(37, 228)",0
"(37, 229)",0
"(37, 232)",0
"(37, 234)",0
"(37, 235)",0
"(37, 237)",0
"(37, 238)",1
"(37, 239)",0
"(37, 240)",1
"(37, 241)",1
"(37, 242)",1
"(37, 243)",0
"(37, 244)",1
"(37, 245)",0
"(37, 247)",0
"(37, 248)",0
"(37, 249)",1
"(37, 252)",0
"(38, 39)",1
"(38, 40)",0
"(38, 41)",0
"(38, 42)",1
"(38, 43)",1
"(38, 45)",1
"(38, 46)",0
"(38, 48)",1
"(38, 49)",1
"(38, 53)",0
"(38, 54)",0
"(38, 57)",1
"(38, 59)",0
"(38, 60)",0
"(38, 62)",0
"(38, 63)",1
"(38, 66)",0
"(38, 67)",1
"(38, 68)",0
"(38, 69)",0
"(38, 72)",1
"(38, 78)",1
"(38, 79)",0
"(38, 80)",0
"(38, 81)",0
"(38, 83)",1
"(38, 84)",0
"(38, 86)",0
"(38, 88)",1
"(38, 90)",0
"(38, 91)",0
"(38, 94)",1
"(38, 95)",0
"(38, 97)",0
"(38, 98)",1
"(38, 99)",0
"(38, 100)",1
"(38, 101)",1
"(38, 103)",1
"(38, 104)",1
"(38, 105)",1
"(38, 106)",1
"(38, 107)",0
"(38, 109)",1
"(38, 112)",1
"(38, 113)",0
"(38, 114)",1
"(38, 115)",1
"(38, 118)",1
"(38, 121)",1
"(38, 122)",1
"(38, 123)",0
"(38, 125)",0
"(38, 126)",0
"(38, 127)",1
"(38, 128)",1
"(38, 132)",1
"(38, 138)",0
"(38, 140)",0
"(38, 142)",0
"(38, 143)",1
"(38, 146)",0
"(38, 148)",1
"(38, 149)",1
"(38, 150)",1
"(38, 151)",1
"(38, 154)",1
"(38, 155)",0
"(38, 157)",0
"(38, 158)",1
"(38, 160)",0
"(38, 161)",1
"(38, 162)",1
"(38, 163)",0
"(38, 164)",0
"(38, 166)",0
"(38, 168)",1
"(38, 174)",1
"(38, 176)",0
"(38, 177)",0
"(38, 178)",1
"(38, 179)",1
"(38, 181)",1
"(38, 182)",0
"(38, 183)",0
"(38, 184)",1
"(38, 188)",0
"(38, 189)",0
"(38, 190)",1
"(38, 191)",0
"(38, 195)",1
"(38, 196)",1
"(38, 199)",1
"(38, 201)",0
"(38, 203)",0
"(38, 204)",0
"(38, 206)",1
"(38, 207)",1
"(38, 208)",0
"(38, 210)",0
"(38, 213)",1
"(38, 215)",1
"(38, 216)",1
"(38, 217)",1
"(38, 218)",0
"(38, 220)",0
"(38, 222)",0
"(38, 224)",1
"(38, 227)",0
"(38, 228)",1
"(38, 229)",0
"(38, 231)",1
"(38, 233)",0
"(38, 236)",1
"(38, 237)",0
"(38, 239)",0
"(38, 240)",1
"(38, 242)",1
"(38, 243)",0
"(38, 244)",1
"(38, 245)",0
"(38, 248)",0
"(38, 250)",0
"(38, 252)",0
"(38, 253)",0
"(38, 254)",0
"(39, 41)",0
"(39, 42)",1
"(39, 44)",1
"(39, 45)",1
"(39, 48)",1
"(39, 49)",1
"(39, 50)",0
"(39, 54)",0
"(39, 55)",1
"(39, 56)",0
"(39, 58)",0
"(39, 60)",0
"(39, 61)",1
"(39, 62)",0
"(39, 63)",1
"(39, 64)",0
"(39, 65)",0
"(39, 66)",0
"(39, 68)",0
"(39, 69)",0
"(39, 70)",1
"(39, 73)",0
"(39, 75)",1
"(39, 76)",0
"(39, 78)",1
"(39, 79)",0
"(39, 80)",0
"(39, 82)",0
"(39, 83)",1
"(39, 84)",0
"(39, 85)",0
"(39, 86)",0
"(39, 88)",1
"(39, 89)",1
"(39, 90)",0
"(39, 91)",0
"(39, 92)",1
"(39, 93)",1
"(39, 95)",0
"(39, 96)",1
"(39, 99)",0
"(39, 101)",1
"(39, 104)",1
"(39, 106)",1
"(39, 107)",0
"(39, 108)",1
"(39, 109)",1
"(39, 110)",0
"(39, 111)",0
"(39, 116)",0
"(39, 118)",1
"(39, 119)",1
"(39, 120)",0
"(39, 122)",1
"(39, 123)",0
"(39, 127)",1
"(39, 128)",1
"(39, 129)",1
"(39, 131)",0
"(39, 132)",1
"(39, 134)",0
"(39, 136)",1
"(39, 137)",1
"(39, 138)",0
"(39, 139)",0
"(39, 141)",1
"(39, 142)",0
"(39, 144)",1
"(39, 145)",1
"(39, 146)",0
"(39, 148)",1
"(39, 149)",1
"(39, 150)",1
"(39, 151)",1
"(39, 152)",1
"(39, 153)",0
"(39, 155)",0
"(39, 156)",1
"(39, 159)",1
"(39, 160)",0
"(39, 161)",1
"(39, 163)",0
"(39, 164)",0
"(39, 167)",0
"(39, 169)",1
"(39, 170)",1
"(39, 173)",0
"(39, 175)",1
"(39, 177)",0
"(39, 178)",1
"(39, 179)",1
"(39, 180)",1
"(39, 182)",0
"(39, 183)",0
